Kritik dan saran,translated,clean_text
"maaf sebelumnya, 1) pernah kejadian saat saya ingin tanya sesuatu diruang BAA namun saat saya sudah duduk didepan petugas namun saya merasa diabaikan (sibuk mengobrol dengan petugas lain) sedangkan disitu petugas tahu saya sudah didepannya, 2) pernah kejadian adanya ""lempar-lemparan"" jawaban antara BAA dan BAK sehingga harus mondar mandir tanpa adanya jawaban yang pasti. sekali lagi saya minta maaf sebelumnya, terimakasih adanya wadah ini","sorry in advance, 1) there was an incident when I wanted to ask something in the BAA room but when I was sitting in front of the officer, I felt ignored (busy chatting with another officer) whereas there the officer knew I was in front of him, 2) there was an incident of ""throwing"" the answer is between BAA and BAK so you have to go back and forth without a definite answer. Once again I apologize in advance, thank you for this forum","sorry in advance, 1) there was an incident when i wanted to ask something in the baa room but when i was sitting in front of the officer, i felt ignored (busy chatting with another officer) whereas there the officer knew i was in front of him, 2) there was an incident of ""throwing"" the answer is between baa and bak so you have to go back and forth without a definite answer. once again i apologize in advance, thank you for this forum"
"Keramahaan pelayanan yang perlu ditingkatkan dalam berbagai aspek, dan terkait ketersediaan informasi yang Lugas, Tepat, Lengkap, dan Terperinci terhadap seluruh pihak yang memerlukan layanan BAA","Service friendliness needs to be improved in various aspects, and related to the availability of straightforward, precise, complete and detailed information for all parties who require BAA services","service friendliness needs to be improved in various aspects, and related to the availability of straightforward, precise, complete and detailed information for all parties who require baa services"
"untuk beberapa staff BAA ada yang pelayanan nya baik dan dan ada yang tidak baik, hal ini berkaitan dengan masalah nilai transkip","For some BAA staff, some of their services are good and some are not, this is related to the issue of transcript scores","for some baa staff, some of their services are good and some are not, this is related to the issue of transcript scores"
"bisa dilampirkan di ig ums terkait pelayanan akademis agar lebih memudahkan untuk mencari informasi, serta informasi terkait wisuda bisa diperjelas","can be attached to the ig ums related to academic services to make it easier to find information, and information related to graduation can be clarified","can be attached to the ig ums related to academic services to make it easier to find information, and information related to graduation can be clarified"
"prosedur yang berbelit belit dan dilempar sana lempar sini ketika melakukan pengurusan sesuatu terkait administrasi dan akademik, pelayanan kurang ramah (ketus). ","procedures that are convoluted and thrown here and there when managing something related to administration and academics, service is not friendly (curt). ","procedures that are convoluted and thrown here and there when managing something related to administration and academics, service is not friendly (curt). "
kurangnya keramahan staff (mungkin karena sudah melayani mahasiswa yang sebegitu banyaknya) sehingga saat melakukan mandiri tanpa pendampingan dapat terjadi kesalahan. yang saya harapkan keprofesionalan staff dalam menjalankan tugas dan kewajibannya.  terima kasih,"The lack of friendliness of the staff (perhaps because they have served so many students) means that when doing things independently without assistance, mistakes can occur. I expect staff to be professional in carrying out their duties and obligations.  Thank You","the lack of friendliness of the staff (perhaps because they have served so many students) means that when doing things independently without assistance, mistakes can occur. i expect staff to be professional in carrying out their duties and obligations.  thank you"
"Layanan BAA tergolong lambat, terutama pada pengeluaran nilai konversi Kampus Mengajar 2. Kerahaman pelayanan BAA tergolong masih kurang. ","BAA's services are relatively slow, especially in the expenditure of Teaching Campus conversion value 2. The friendliness of BAA's services is still relatively poor. ","baa's services are relatively slow, especially in the expenditure of teaching campus conversion value 2. the friendliness of baa's services is still relatively poor. "
"Mengenai keluhan saya terhadap pelayanan akademik di BAA UMS tidak ada, menurut saya pelayanannya sudah cukup baik dalam melayani mahasiswa","Regarding my complaint regarding the lack of academic services at BAA UMS, in my opinion the service is quite good in serving students","regarding my complaint regarding the lack of academic services at baa ums, in my opinion the service is quite good in serving students"
"masuk kedalam kasus saat saya revisi nilai : penjelasannya staff BAA saat menyampaikan sama seperti apa yang di jelaskan di web revisi hanya point pointnya saja, kurang begitu jelas, yang saya maksud cara mengurus nilai yang belum keluar di khs  tapi staff salah faham, staff malah menjelaskan cara mengeluarkan nilai di transkrip","This was the case when I revised my grades: the BAA staff's explanation when conveying it was the same as what was explained on the revision website, only the points were not very clear, what I meant was how to manage grades that had not yet come out in khs but the staff misunderstood, the staff instead explained how to output grades on transcript","this was the case when i revised my grades: the baa staff's explanation when conveying it was the same as what was explained on the revision website, only the points were not very clear, what i meant was how to manage grades that had not yet come out in khs but the staff misunderstood, the staff instead explained how to output grades on transcript"
"Masih kurang ramah saat menyampaikan hal, karena itu hal yang perlu diperbaiki cara berkomunikasi kepada mahasiswa. Tegas boleh namun bukan ke arah mengucapkan nada tinggi.","Still not friendly when conveying things, because that is something that needs to be improved in the way of communicating with students. Being firm is fine, but not in the direction of uttering high notes.","still not friendly when conveying things, because that is something that needs to be improved in the way of communicating with students. being firm is fine, but not in the direction of uttering high notes."
"Cepat dalam memberikan instruksi sehingga membuat mahasiswa kurang paham, dan juga bicaranya seperti nada tinggi tidak mengayomi, apalagi jika ada salah langsung dimahari harusnya diberikan peringatan dengan baik.","He is quick in giving instructions so that students don't understand, and he also speaks in a high pitched voice that is not supportive, especially if something goes wrong and he should be given a proper warning.","he is quick in giving instructions so that students don't understand, and he also speaks in a high pitched voice that is not supportive, especially if something goes wrong and he should be given a proper warning."
"saya bingung alur pendaftaran wisuda, saya harap alur pendaftaran wisuda mencangkup keseluruhan, bukan hanya mengumpulkan berkas-berkar, dan alur alurnya saja, tanggal wisudanya saja membingungkan, tidak sesaui tanggal di kalender","I'm confused about the graduation registration flow, I hope the graduation registration flow covers the whole, not just collecting documents, and the flow of the process, the graduation date is just confusing, it doesn't match the date on the calendar","i'm confused about the graduation registration flow, i hope the graduation registration flow covers the whole, not just collecting documents, and the flow of the process, the graduation date is just confusing, it doesn't match the date on the calendar"
"dulu saat awal daring saya pernah membayar sks dengan bank lain namun ditolak BAK kemudian sudah saya urus tidak menemukan titik temu. bahkan uang tersebut tidak ada keterangan berada dimana entah di bank kerjasama ums atau di bank yang saya gunakan untuk proses pembayaran, dari keterangan BAk uang sudah ditolak dan otomatis kembali ke bank sebelumnya namun dari bank sebelumnya tidak ada dana pengembalian dan status sudah terkirim.","When I first started online, I paid credits with another bank but it was rejected by BAK, then I took care of it and couldn't find a solution. In fact, there is no information about where the money is located, either at the UMS collaboration bank or at the bank that I use for the payment process. From the BAK statement, the money has been rejected and automatically returned to the previous bank, but from the previous bank there were no refunds and the status was sent.","when i first started online, i paid credits with another bank but it was rejected by bak, then i took care of it and couldn't find a solution. in fact, there is no information about where the money is located, either at the ums collaboration bank or at the bank that i use for the payment process. from the bak statement, the money has been rejected and automatically returned to the previous bank, but from the previous bank there were no refunds and the status was sent."
Informasi mengenai keuangan dan pengambilan SKS yang kurang valid sehingga membuat mahasiswa bingung harus mengonfirmasikan kepada prodi sementara dari pihak prodi sendiri belum bisa memastikan dan belum menyampaikan banyak informasi.,"Information regarding finances and taking credits is not valid, making students confused about having to confirm it with the study program, while the study program itself cannot confirm it and has not conveyed much information.","information regarding finances and taking credits is not valid, making students confused about having to confirm it with the study program, while the study program itself cannot confirm it and has not conveyed much information."
"teruntuk BAA sebenarnya pelayanan diloket sudah bagus, namun memberikan nomor WA BAA serasa tidak berguna bagi mahasiswa ... karena sulit dihubungi dan tidak pernah di respon. Hal ini karena mahasiswa tidak selalu berada di area kampus atau sedang diluar pulau sehingga tidak bisa langsung pergi ke BAA, sehingga harus meminta teman yang lain untuk datang ke BAA guna aktivasi. ","For BAA, the service at the counter is actually good, but giving BAA's WA number seems useless to students... because it's difficult to contact and never responds. This is because students are not always in the campus area or are outside the island so they cannot go directly to BAA, so they have to ask other friends to come to BAA for activation. ","for baa, the service at the counter is actually good, but giving baa's wa number seems useless to students... because it's difficult to contact and never responds. this is because students are not always in the campus area or are outside the island so they cannot go directly to baa, so they have to ask other friends to come to baa for activation. "
"Untuk pelayanan nya sudah baik, namun masih perlu adanya perbaikan dalam hal memberikan informasi yang lebih jelas dan detail.","The service is good, but there is still need for improvement in terms of providing clearer and more detailed information.","the service is good, but there is still need for improvement in terms of providing clearer and more detailed information."
Menurut saya pelayanan akademik di BAA UMS sudah cukup bagus dan cukup membantu mahasiswa dalam mengurus administrasi akademik.,"In my opinion, the academic services at BAA UMS are quite good and quite helpful for students in managing academic administration.","in my opinion, the academic services at baa ums are quite good and quite helpful for students in managing academic administration."
"Yang pertama saya ingin memberi masukan khusunya pada website MySkripsi, yang mana apabila berkenan baiknya perubahan status mahasiswa dibuat secara otomatis berubah saja, sehingga apabila mahasiswa tersebut sudah menyelesaikan tahapan-tahapannya bisa langsung melanjutkan tahap selanjutnya tanpa perlu menunggu pergantian status secara manual yang dilakukan oleh prodi. 
Yang kemungkinan saran saya kepada petugas, mohon maaf sebelumnya apabila terkesan kurang ajar, namun bukan pertama kali saya berjumpa dengan staf yang pelayanannya sangat tidak ramah, bahkan seolah mereka enggan membantu dan ketus ketika berhadapan dengan mahasiswa. Apabila memang sedang ada masalah, baiknya tolong di bedakan antara jam dan situasi kerja dengan jam dan situasi pribadi, karna tidak semua orang paham akan kondisi anda dan tidak semua orang bisa memahami kondisi anda tersebut. ????","Firstly, I would like to provide input, especially on the MyThesis website, where if desired, it would be good if the student's status changes were made automatically, so that if the student has completed the stages, he/she can immediately proceed to the next stage without having to wait for a manual status change carried out by the study program. . 
My possible advice to the staff is, I apologize in advance if it seems rude, but this is not the first time I have encountered staff whose service is very unfriendly, it even seems as if they are reluctant to help and are harsh when dealing with students. If you really have a problem, it's a good idea to differentiate between work hours and situations and personal hours and situations, because not everyone understands your condition and not everyone can understand your condition. ????","firstly, i would like to provide input, especially on the mythesis website, where if desired, it would be good if the student's status changes were made automatically, so that if the student has completed the stages, he/she can immediately proceed to the next stage without having to wait for a manual status change carried out by the study program. . 
my possible advice to the staff is, i apologize in advance if it seems rude, but this is not the first time i have encountered staff whose service is very unfriendly, it even seems as if they are reluctant to help and are harsh when dealing with students. if you really have a problem, it's a good idea to differentiate between work hours and situations and personal hours and situations, because not everyone understands your condition and not everyone can understand your condition. ????"
Saya pernah suatu hari saat hendak ke BAA ternyata pintu dikunci dan di depan pintu ditempel pengumuman bahwa sedang ada rapat dan nanti akan buka kembali pukul 13.00. Akan tetapi ketika saya kembali pada pukul 13.00 ternyata rapat belum selesai dan pintu masih dikunci. Saya menunggu hingga kurang lebih 1 jam dan akhirnya pelayanan kembali dibuka.,"One day, when I was going to BAA, the door was locked and an announcement was posted on the front of the door that there was a meeting going on and it would reopen at 13.00. However, when I returned at 13.00 it turned out that the meeting had not finished and the door was still locked. I waited for approximately 1 hour and finally the service opened again.","one day, when i was going to baa, the door was locked and an announcement was posted on the front of the door that there was a meeting going on and it would reopen at 13.00. however, when i returned at 13.00 it turned out that the meeting had not finished and the door was still locked. i waited for approximately 1 hour and finally the service opened again."
Menurut saya untuk pelayanan sudah sangat cukup karena dulu waktu saya kehilangan KTM kemudian mengurus di BAA dilayani dengan sangat baik oleh petugas setempat dengan tempat yang sangat memadahi,"In my opinion, the service is very sufficient because previously when I lost my KTM then taking care of it at BAA was very well served by local officers in a very adequate place.","in my opinion, the service is very sufficient because previously when i lost my ktm then taking care of it at baa was very well served by local officers in a very adequate place."
"untuk validasi nilai membutuhkan waktu yang terbilang lama. karena nilai sudah di setujui prodi akan tetapi dari pihak BAA tidak segera divalidasi, menyebabkan saya tidak bisa mendaftar pekerjaan dan TNI dikarenakan transkip dan SKL yang belum bisa dicetak","Validating the value takes quite a long time. because the grades had been approved by the study program but the BAA was not immediately validated, causing me to not be able to register for work and the TNI because the transcripts and SKL could not be printed.","validating the value takes quite a long time. because the grades had been approved by the study program but the baa was not immediately validated, causing me to not be able to register for work and the tni because the transcripts and skl could not be printed."
Petugas terkesan tidak ramah/judes dan kurang memberikan pelayanan yang baik. Ketika saya mencetak transkip tidak dijelaskan secara baik terkait prosedurnya dan terkadang tidak di sediakan kertas untuk mencetak. Komputer/alat untuk mencetak transkip sering rusak.,"The officers seemed unfriendly/bitchy and did not provide good service. When I printed the transcript, the procedure was not explained properly and sometimes paper for printing was not provided. The computer/equipment for printing transcripts is often damaged.","the officers seemed unfriendly/bitchy and did not provide good service. when i printed the transcript, the procedure was not explained properly and sometimes paper for printing was not provided. the computer/equipment for printing transcripts is often damaged."
"Untuk para petugas BAA UMS, saya selaku akan menjadi alumni UMS, saya berterima kasih atas segala bantuan yang telah diberikan","To the UMS BAA officers, as I will be a UMS alumni, I am grateful for all the assistance that has been provided","to the ums baa officers, as i will be a ums alumni, i am grateful for all the assistance that has been provided"
"tidak ada keluhan yang berarti saat saya ada pertanyaan dengan BAA, semua pertanyaan dan solusi di jelaskan dengan sangat baik.","There were no significant complaints when I had questions with BAA, all questions and solutions were explained very well.","there were no significant complaints when i had questions with baa, all questions and solutions were explained very well."
Menurut saya pelayanan akademik di BAA UMS sudah baik. Akan tetapi dalam penyampaian informasi dan kecepatan layanan kepada mahasiswa perlu ditingkatkan kembali. Terimakasih Bapak/Ibu,"In my opinion, the academic services at BAA UMS are good. However, the delivery of information and speed of service to students needs to be improved again. Thank you sir/madam","in my opinion, the academic services at baa ums are good. however, the delivery of information and speed of service to students needs to be improved again. thank you sir/madam"
"Jika boleh bercerita, saya selesai sidang dan sudah mengambil SKL pada bulan Agustus akan tetapi wisuda saya Desember yg secara akademik memang sudah ganti semester. Saya berniat untuk menghapus tagihan 10sks saya pada smt9 karna  sudah tidak ada matkul dan juga sudah mengambil SKL. Saat menghapus ditanya keperluannya apa , saya jawab ""Untuk Wisuda Desember Pak karna sudah tidak ada matkul"" dan anehnya karna menunda Wisuda smt depan sks saya tidak dihapus tetapi diganti 2 sks dengan alasan saya harus mengambil matkul apapun hanya untuk formalitas biar tetap terdaftar mahasiswa sedangkan SKL sudah saya cetak. HANYA UNTUK FORMALITAS, yang aneh adalah kebijakan itu tidak merata karna  teman saya angkatan selesai sidang bareng wisuda desember tidak diganti 2sks melainkan dihapus. ","If I may tell you, I finished my trial and took my SKL in August, but my graduation was in December, which academically changed semesters. I intend to write off my 10 credit bill at smt9 because I no longer have matkul and I have also taken SKL. When I was asked what I needed for the deletion, I answered ""For the December Graduation, sir, because there are no more majors"" and strangely, because I postponed my SMT Graduation in front of me, my credits were not removed but replaced with 2 credits on the grounds that I had to take any majors just for formalities so that I could still be a registered student while SKL I've printed it. JUST FOR FORMALITY, what's strange is that the policy is not evenly distributed because my friend's class finished the trial together with the December graduation, 2 credits were not replaced but instead they were deleted. ","if i may tell you, i finished my trial and took my skl in august, but my graduation was in december, which academically changed semesters. i intend to write off my 10 credit bill at smt9 because i no longer have matkul and i have also taken skl. when i was asked what i needed for the deletion, i answered ""for the december graduation, sir, because there are no more majors"" and strangely, because i postponed my smt graduation in front of me, my credits were not removed but replaced with 2 credits on the grounds that i had to take any majors just for formalities so that i could still be a registered student while skl i've printed it. just for formality, what's strange is that the policy is not evenly distributed because my friend's class finished the trial together with the december graduation, 2 credits were not replaced but instead they were deleted. "
"Pelayanan akademik di BAA UMS sudah cukup bagus, namun ada kalanya informasi yang diberikan kurang jelas dan disaat ingin menanyakan informasi lebih jelas responnya lama.","The academic services at BAA UMS are quite good, but there are times when the information provided is not clear and when you want to ask for clearer information the response takes a long time.","the academic services at baa ums are quite good, but there are times when the information provided is not clear and when you want to ask for clearer information the response takes a long time."
Kurangnya informasi yang diterima mengenai pelayanan apa saja yang dapat disalurkan ke BAA dan penyebaran informasi yang kurang efektif.,Lack of information received regarding what services can be distributed to BAA and dissemination of information is less effective.,lack of information received regarding what services can be distributed to baa and dissemination of information is less effective.
"ini berdasarkan yang saya alami di tahun 2017-2019, karena setelah tahun 2019 covid melanda dan WFH, jadi sudah ga ke BAA lagi,
intinya keluhan saya :
1. Jam kerja yang Sempit dan layanan tutup lama sekitar 30 menit lebih ketika waktu shalat,, bukan menyalahkan shalatnya ya. ingat, pelayanannya.
2. Bapak2 ga Sabaran. Angkuh, SAkit hati kalo abis dari BAA tuh,, hmmm.
3. kalo ada kesalahan, bukan di kasih tau jalan yang benar, malah di marahi dulu di muka umum, terkadang kan informasi itu tidak semua orang tau.
""Sakit Hati sih, itu aja intinya."" sampai2 pas saya nulis ini pun di thn 2022, masih kerasa.. ""NYESEKnya.""","This is based on what I experienced in 2017-2019, because after 2019 Covid hit and WFH, so I don't go to BAA anymore,
The essence of my complaint:
1. Working hours are narrow and the service closes for more than 30 minutes during prayer time, don't blame the prayer. remember, the service.
2. Fathers are impatient. Arrogant, it hurts when you leave BAA, hmmm.
3. If there is a mistake, they are not told the right way, instead they are scolded in public, sometimes not everyone knows this information.
""Heartache, that's the point."" Even when I write this in 2022, I still feel... ""It sucks.""","this is based on what i experienced in 2017-2019, because after 2019 covid hit and wfh, so i don't go to baa anymore,
the essence of my complaint:
1. working hours are narrow and the service closes for more than 30 minutes during prayer time, don't blame the prayer. remember, the service.
2. fathers are impatient. arrogant, it hurts when you leave baa, hmmm.
3. if there is a mistake, they are not told the right way, instead they are scolded in public, sometimes not everyone knows this information.
""heartache, that's the point."" even when i write this in 2022, i still feel... ""it sucks."""
"Untuk mahasiswa yang sedang bekerja dan menempuh pendidikan, terkadang pada saat konfirmasi melalui WA tidak ada jawaban","For students who are working and studying, sometimes when confirming via WA there is no answer","for students who are working and studying, sometimes when confirming via wa there is no answer"
"Saya pribadi jarang berinteraksi secara luring ke kantor BAA. Namun di STAR UMS ada beberapa teknis yang kadang membingungkan. Contohnya: menu myskripsi yang tadinya tidak ada jadi ada tanpa sepengetahuan setelah proses di web myskripsi selesai. Lalu, menu-menu lain seperti SKPI dan Life Skills tidak ada keterangan validasi ke siapa (bagi yang tidak tau info).","I personally rarely interact offline with the BAA office. However, at STAR UMS there are several technicalities that are sometimes confusing. For example: the thesis menu which previously did not exist becomes available without your knowledge after the process on the mysscription web is complete. Then, other menus such as SKPI and Life Skills do not provide validation information to whom (for those who don't know the information).","i personally rarely interact offline with the baa office. however, at star ums there are several technicalities that are sometimes confusing. for example: the thesis menu which previously did not exist becomes available without your knowledge after the process on the mysscription web is complete. then, other menus such as skpi and life skills do not provide validation information to whom (for those who don't know the information)."
"Kerjasama dan komunikasi BAA dengan prodi di setiap fakultas masih kurang, karena ada beberapa keluhan mahasiswa yang harus diselesaikan prodi tetapi terhalang sistem yang tidak bisa diakses/dibuka. Jadi mahasiswa harus menunggu sampai sistem bisa terbuka, dan itu perlu waktu lebih dari sehari. ","BAA's cooperation and communication with study programs in each faculty is still lacking, because there are several student complaints that must be resolved by study programs but are blocked by a system that cannot be accessed/opened. So students have to wait until the system can open, and that takes more than a day. ","baa's cooperation and communication with study programs in each faculty is still lacking, because there are several student complaints that must be resolved by study programs but are blocked by a system that cannot be accessed/opened. so students have to wait until the system can open, and that takes more than a day. "
"ada beberapa hal yang kurang berkenan saya alami saat ke BAA UMS salah satunya (maaf) pelayanan yang kurang ramah, dapat dilihat dari cara berbicaranya, intonasi berbicara sampai sikap yang menurut saya, sebagai bidang dipelayanan komunikasi belum bisa melayani beberapa problem dengan upaya pelayanan atau menenerimanya dengan ramah. Namun, alhamdulillah sejauh ini setiap ke BAA problem apapun bisa dituntaskan secara cepat, koordinasi antar timnya bagus.  ","There were several things that I didn't like to experience when I went to BAA UMS, one of which was (sorry) the less friendly service, it could be seen from the way they spoke, the intonation of their speech and the attitude that in my opinion, as a field of communications services, we were unable to serve several problems with our service efforts or accept them. in a friendly manner. However, thank God, so far every time we go to BAA, any problem can be resolved quickly, coordination between the teams is good.  ","there were several things that i didn't like to experience when i went to baa ums, one of which was (sorry) the less friendly service, it could be seen from the way they spoke, the intonation of their speech and the attitude that in my opinion, as a field of communications services, we were unable to serve several problems with our service efforts or accept them. in a friendly manner. however, thank god, so far every time we go to baa, any problem can be resolved quickly, coordination between the teams is good.  "
Web pelayanan tidak bisa dibuka dan sering error serta ketepatan dalam pelayanan online maupun offline tanggapan dari pihak staf terkadang cukup lama serta keramah tamahannya.,The service website cannot be opened and there are frequent errors and accuracy in online and offline services. The response from the staff is sometimes quite long and their friendliness.,the service website cannot be opened and there are frequent errors and accuracy in online and offline services. the response from the staff is sometimes quite long and their friendliness.
Saya harap petugas BAA lebih ramah terhadap mahasiswanya karena mahasiswa memiliki hak mendapat pelayanan terbaik dari BAA namun terdapat staff BAA yang masih kurang ramah dan lama dalam melayani administrasi mahasiswa.,"I hope that BAA officers will be friendlier towards students because students have the right to get the best service from BAA, but there are BAA staff who are still less friendly and take a long time to serve student administration.","i hope that baa officers will be friendlier towards students because students have the right to get the best service from baa, but there are baa staff who are still less friendly and take a long time to serve student administration."
"Pelayanan BAA tidak memberi informasi secara detail terkait permasalahan yang mahasiswa alami, sehingga mahasiswa tidak mendapat jalan keluar dari permasalahan tersebut. ","BAA services do not provide detailed information regarding the problems students experience, so students do not find a way out of these problems. ","baa services do not provide detailed information regarding the problems students experience, so students do not find a way out of these problems. "
"Saya kurang informasi untuk bisa wisuda jalur OBE bulan September, seharusnya bisa karena kurang informasi jadi dialihkan ke bulan selanjutnya dan harus membayar lagi. ","I didn't have enough information to be able to graduate on the OBE route in September, I should have been able to due to lack of information so it was transferred to the next month and had to pay again. ","i didn't have enough information to be able to graduate on the obe route in september, i should have been able to due to lack of information so it was transferred to the next month and had to pay again. "
"Pelayanannya kurang mengajak siaran para kastamer. Kalau kastamer diajak siaran, ngobrol, ditanya misalnya ""sudah sarapan?"" dan obrolah lainnya yang ringan-ringan, maka kastamer akan merasa diperhatikan dan bisa podo penak.e antara petugas dengan kastamer. Karena ciri utama manusia adalah bersosialisasi, ngobrol, siaran. Jadi, terkadang siaran/ ngajak ngobrol/ sok asik itu perlu. (meskipun ndak kenal. makane ben kenal).","The service does not encourage broadcasters from customers. If customers are invited to broadcast, chat, they are asked, for example, ""Have you had breakfast?"" and other light conversations, the customer will feel cared for and will be able to communicate between the officer and the customer. Because the main characteristics of humans are socializing, chatting, broadcasting. So, sometimes broadcasting/inviting to chat/acting cool is necessary. (even though I don't know him. I don't know).","the service does not encourage broadcasters from customers. if customers are invited to broadcast, chat, they are asked, for example, ""have you had breakfast?"" and other light conversations, the customer will feel cared for and will be able to communicate between the officer and the customer. because the main characteristics of humans are socializing, chatting, broadcasting. so, sometimes broadcasting/inviting to chat/acting cool is necessary. (even though i don't know him. i don't know)."
"Agar informasi yang berkaitan dengan prosedur dan persyatan juga durasi waktu penyelesaian studi mahasiswa dapat lebih massif diinformasikan di seluruh platform sosial media, sehingga mahasiswa tidak mengalami kesulitan dalam memenuhi persyaratan dan mempersiapkan waktu untuk menyelesaikan studi dengan baik, bukan hanya sekedar mendengar kabar-kabar dari kakak tingkat atau lainnya","So that information relating to procedures and requirements as well as the duration of time for students to complete their studies can be more massively communicated on all social media platforms, so that students do not experience difficulties in fulfilling the requirements and prepare time to complete their studies well, not just hearing news from older siblings. level or other","so that information relating to procedures and requirements as well as the duration of time for students to complete their studies can be more massively communicated on all social media platforms, so that students do not experience difficulties in fulfilling the requirements and prepare time to complete their studies well, not just hearing news from older siblings. level or other"
"kurangnya keinginan untuk membantu mahasiswa dalam menyelesaikan administrasi sampai selesai.
terkadang hanya membantu hanya setengah setengah.","lack of desire to assist students in completing administration until completion.
sometimes it only helps half and half.","lack of desire to assist students in completing administration until completion.
sometimes it only helps half and half."
"pelayanannya yang kurang ramah, dan kadang ketika meminta validasi atau hal lainnya terlalu lama menungu dan cukup menghabiskan waktu ????????","the service is not friendly, and sometimes when asking for validation or other things the wait takes too long and takes quite a lot of time????????","the service is not friendly, and sometimes when asking for validation or other things the wait takes too long and takes quite a lot of time????????"
"Dalam administrasi, masih memakai kedua cara yaitu offline dan online yang mana jika mahasiswa yang ingin mengurus administrasi diharuskan untuk datang ke fakultas agar bisa selesai","In administration, both methods are still used, namely offline and online, where students who want to take care of administration are required to come to the faculty so that it can be completed","in administration, both methods are still used, namely offline and online, where students who want to take care of administration are required to come to the faculty so that it can be completed"
sampai saat ini belum merasakan keluhan dari pelayanan BAA tetapi melihat dari beberapa teman saya banyak yang mengeluh kurang cepat dalam melayani secara online,"So far, I haven't had any complaints about BAA's service, but I have seen many of my friends complain that they are not fast enough in serving online","so far, i haven't had any complaints about baa's service, but i have seen many of my friends complain that they are not fast enough in serving online"
"Pelayanan cukup baik, tapi mungkin akan lebih baik dengan pembawaan gestur, mimik, vocal, intonasi, atau bahasa tubuh terlihat welcom pada mahasiswa. Bukan malah ngeri. ","The service is quite good, but maybe it would be better if the gestures, expressions, vocals, intonation or body language look welcoming to students. It's not even scary. ","the service is quite good, but maybe it would be better if the gestures, expressions, vocals, intonation or body language look welcoming to students. it's not even scary. "
Saya pernah melakukan pengajuan pembuatan KTM karena KTM saya hilang. Saya kira prosesnya tidak akan lama hanya 1 atau 2 minggu. Namun ternyata sampai 1 bulan lebih baru bisa diambil KTM yang baru dan barcode pada KTM yang baru saat saya scan di perpustakaan ternyata tidak teridentifikasi.,"I once applied for a KTM because my KTM was lost. I don't think the process will take long, only 1 or 2 weeks. However, it turned out that it took more than 1 month before the new KTM could be picked up and the barcode on the new KTM when I scanned it at the library was not identified.","i once applied for a ktm because my ktm was lost. i don't think the process will take long, only 1 or 2 weeks. however, it turned out that it took more than 1 month before the new ktm could be picked up and the barcode on the new ktm when i scanned it at the library was not identified."
Kurang penginformasian terkait BAA bertugas atau membantu terkait apa saja bagi mahasiswa yang mencari info melalui media sosial.,There is a lack of information regarding BAA's duties or assistance regarding anything for students who are looking for information via social media.,there is a lack of information regarding baa's duties or assistance regarding anything for students who are looking for information via social media.
"Selama menjadi mahasiswi Magister Administrasi Pendidikan, pelayanan akademik di BAA UMS yang saya rasakan sangat baik, ramah dalam melayani dan memberikan solusi dan petunjuk atas permasalahan yang saya hadapi.","During my time as a Master of Educational Administration student, I felt that the academic service at BAA UMS was very good, friendly in serving and providing solutions and guidance to the problems I faced.","during my time as a master of educational administration student, i felt that the academic service at baa ums was very good, friendly in serving and providing solutions and guidance to the problems i faced."
Petugas pada pelayanan BAA UMS terkesan kurang ramah yang membuat para mahasiswa meliliki kesan yang kurang baik pada pelayanan BAA UMS,"The officers at the BAA UMS service seemed less than friendly, which made students have a bad impression of the BAA UMS service.","the officers at the baa ums service seemed less than friendly, which made students have a bad impression of the baa ums service."
"saya pernah mengajukan perubahan nilai tapi sudah sampai 3 minggu atau lebih tepatnya saat saya menuliskan pendapat saya ini, masih tidak ada perubahan pada nilai saya, saya tidak mengerti pada bagian mana yang menghambat pengajuan perubahan nilai saya. ","I once applied for a change in grades but it has been 3 weeks or more precisely when I write this opinion, there is still no change in my grades, I don't understand what part is preventing me from submitting a change in grades. ","i once applied for a change in grades but it has been 3 weeks or more precisely when i write this opinion, there is still no change in my grades, i don't understand what part is preventing me from submitting a change in grades. "
saya merasa informasi sudah tersampaikan dengan baik namun jika ada kekurangan informasi akan bingung karena tidak tau harus bertanya dengan siapa.,"I feel that the information has been conveyed well, but if there is a lack of information, I will be confused because I don't know who to ask.","i feel that the information has been conveyed well, but if there is a lack of information, i will be confused because i don't know who to ask."
"Dibandingkan keluhan terhadap BAA, Saya lebihn ingin menyampaikan keluhan terhadap pelayanan kaprodi yang terkadang sulit sekali ditemui, jarang membalas WA dan terlalu banyak syarat ini itu hanya untuk minta tanda tangan","Compared to complaints about BAA, I would like to complain more about the service of the Head of Study Program which is sometimes very difficult to find, rarely replies to WAs and there are too many conditions just to ask for a signature.","compared to complaints about baa, i would like to complain more about the service of the head of study program which is sometimes very difficult to find, rarely replies to was and there are too many conditions just to ask for a signature."
"kurangnya sikap ramah oleh beberapa pegawai BAA, selaku mahasiswa yang mempunyai keperluan seputar info yang ingin ditanyakan terkadang dijawab ketus dengan ekspresi yang tidak ramah","lack of friendly attitude by some BAA employees, as students who have needs regarding information that they want to ask are sometimes answered curtly with unfriendly expressions","lack of friendly attitude by some baa employees, as students who have needs regarding information that they want to ask are sometimes answered curtly with unfriendly expressions"
